Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
118,Sunday Aug 15,boxscore,LAD,@,NYM,W,14,4,,72-46,2,4.0,Scherzer,Carrasco,,3:48,N,31205,.90,+++,
119,Monday Aug 16,boxscore,LAD,,PIT,W,2,1,,73-46,2,4.0,Treinen,Shreve,Jansen,2:50,N,48005,.91,++++,
120,Tuesday Aug 17,boxscore,LAD,,PIT,W,4,3,,74-46,2,4.0,Knebel,Ponce,Jansen,3:29,N,53114,.87,+++++,
121,Wednesday Aug 18,boxscore,LAD,,PIT,W,9,0,,75-46,2,3.0,White,Brubaker,,2:34,N,52140,.81,++++++,
122,Thursday Aug 19,boxscore,LAD,,NYM,W,4,1,,76-46,2,2.5,Phillips,Walker,Treinen,2:46,N,42133,.87,+++++++,
123,Friday Aug 20,boxscore,LAD,,NYM,W,3,2,,77-46,2,1.5,Buehler,Carrasco,Jansen,2:39,N,48117,.96,++++++++,
124,Saturday Aug 21,boxscore,LAD,,NYM,W,4,3,,78-46,2,1.5,Scherzer,Hill,Jansen,3:16,D,44783,.97,+++++++++,
125,Sunday Aug 22,boxscore,LAD,,NYM,L,2,7,,78-47,2,2.5,Stroman,Price,,3:17,D,52749,.98,-,
126,Tuesday Aug 24,boxscore,LAD,@,SDP,W,5,2,,79-47,2,2.5,Urías,Johnson,Jansen,3:23,N,41676,.93,+,
127,Wednesday Aug 25,boxscore,LAD,@,SDP,W,5,3,16,80-47,2,2.5,Knebel,Camarena,Greene,5:49,N,41765,.93,++,
128,Thursday Aug 26,boxscore,LAD,@,SDP,W,4,0,,81-47,2,2.5,Scherzer,Darvish,,3:01,N,43383,.89,+++,
129,Friday Aug 27,boxscore,LAD,,COL,L,2,4,,81-48,2,2.5,Freeland,Jackson,Estévez,3:10,N,40100,.90,-,
130,Saturday Aug 28,boxscore,LAD,,COL,W,5,2,,82-48,2,2.5,Treinen,Bard,Jansen,3:42,N,42479,.91,+,
131,Sunday Aug 29,boxscore,LAD,,COL,L,0,5,,82-49,2,2.5,Senzatela,White,,3:21,D,37569,.93,-,
132,Monday Aug 30,boxscore,LAD,,ATL,W,5,3,,83-49,2,1.5,Urías,Smyly,Treinen,3:00,N,49410,.89,+,
133,Tuesday Aug 31,boxscore,LAD,,ATL,W,3,2,,84-49,2,0.5,Treinen,Matzek,Jansen,2:55,N,44952,1.00,++,
134,Wednesday Sep 1,boxscore,LAD,,ATL,W,4,3,,85-49,1,up 0.5,Bickford,Martin,Kelly,3:00,N,47473,1.13,+++,
135,Friday Sep 3,boxscore,LAD,@,SFG,L-wo,2,3,11,85-50,2,1.0,García,Phillips,,4:32,N,39338,2.32,-,
136,Saturday Sep 4,boxscore,LAD,@,SFG,W,6,1,,86-50,1,Tied,Urías,Jackson,,3:28,N,41146,2.36,+,
137,Sunday Sep 5,boxscore,LAD,@,SFG,L,4,6,,86-51,2,1.0,Littell,Buehler,,3:22,D,41155,2.60,-,
138,Monday Sep 6,boxscore,LAD,@,STL,W,5,1,,87-51,2,1.0,Scherzer,Mikolas,,2:37,D,43575,1.31,+,
139,Tuesday Sep 7,boxscore,LAD,@,STL,W,7,2,,88-51,2,1.0,Vesia,Happ,,3:06,N,34500,1.31,++,
140,Wednesday Sep 8,boxscore,LAD,@,STL,L,4,5,,88-52,2,2.0,Wainwright,White,Gallegos,2:35,N,35566,1.33,-,
141,Thursday Sep 9,boxscore,LAD,@,STL,L,1,2,,88-53,2,2.5,Reyes,Bickford,Gallegos,2:56,D,31173,1.16,--,
142,Friday Sep 10,boxscore,LAD,,SDP,W,3,0,,89-53,2,2.5,Urías,Musgrove,Jansen,2:53,N,48403,1.03,+,
143,Saturday Sep 11,boxscore,LAD,,SDP,W,5,4,,90-53,2,2.5,Buehler,Paddack,Jansen,3:02,N,46969,1.06,++,
144,Sunday Sep 12,boxscore,LAD,,SDP,W,8,0,,91-53,2,2.5,Scherzer,Lamet,,2:45,D,42637,1.07,+++,
145,Monday Sep 13,boxscore,LAD,,ARI,W,5,1,,92-53,2,2.5,Bickford,Gallen,,3:15,N,43273,1.02,++++,
146,Tuesday Sep 14,boxscore,LAD,,ARI,W,8,4,,93-53,2,2.5,Gonsolin,Weaver,,3:14,N,44630,.99,+++++,
147,Wednesday Sep 15,boxscore,LAD,,ARI,W,5,3,,94-53,2,1.5,Urías,Kelly,Jansen,3:26,N,46520,1.01,++++++,
148,Friday Sep 17,boxscore,LAD,@,CIN,L,1,3,,94-54,2,2.0,Castillo,Buehler,Lorenzen,2:34,N,28926,1.44,-,
149,Saturday Sep 18,boxscore,LAD,@,CIN,W,5,1,,95-54,2,2.0,Scherzer,Gray,Jansen,3:05,D,29861,1.30,+,
150,Sunday Sep 19,boxscore,LAD,@,CIN,W,8,5,,96-54,2,1.0,Kershaw,Miley,,3:09,D,26621,1.34,++,
151,Tuesday Sep 21,boxscore,LAD,@,COL,W,5,4,10,97-54,2,1.0,Jansen,Chacín,Vesia,3:30,N,23869,1.71,+++,
152,Wednesday Sep 22,boxscore,LAD,@,COL,L,5,10,,97-55,2,2.0,Stephenson,Bruihl,,3:25,N,27013,1.78,-,
153,Thursday Sep 23,boxscore,LAD,@,COL,W,7,5,10,98-55,2,1.0,Jansen,Gilbreath,Treinen,4:01,D,22356,1.37,+,
154,Friday Sep 24,boxscore,LAD,@,ARI,W,4,2,,99-55,2,1.0,Gonsolin,Castellanos,Jansen,2:59,N,19001,1.94,++,
155,Saturday Sep 25,boxscore,LAD,@,ARI,L,2,7,,99-56,2,2.0,Gallen,Kershaw,,3:07,N,28026,2.01,-,
156,Sunday Sep 26,boxscore,LAD,@,ARI,W,3,0,,100-56,2,2.0,Urías,Mejía,Jansen,3:28,D,16648,1.46,+,
157,Tuesday Sep 28,boxscore,LAD,,SDP,W,2,1,,101-56,2,2.0,Buehler,Darvish,Treinen,3:04,N,52128,1.36,++,
158,Wednesday Sep 29,boxscore,LAD,,SDP,W,11,9,,102-56,2,2.0,Price,Pagán,Jansen,3:34,N,45366,1.29,+++,
159,Thursday Sep 30,boxscore,LAD,,SDP,W,8,3,,103-56,2,2.0,Knebel,Velasquez,,2:55,N,52550,1.22,++++,
160,Friday Oct 1,boxscore,LAD,,MIL,W,8,6,,104-56,2,2.0,Treinen,Gustave,Jansen,3:38,N,51388,1.03,+++++,
161,Saturday Oct 2,boxscore,LAD,,MIL,W,8,3,,105-56,2,1.0,Urías,Burnes,,2:53,N,49705,.65,++++++,
162,Sunday Oct 3,boxscore,LAD,,MIL,W,10,3,,106-56,2,1.0,Buehler,Ashby,Jackson,3:20,D,43170,2.70,+++++++,

1,Thursday Apr 1,boxscore,MIA,,TBR,L,0,1,,0-1,4,1.0,Thompson,Garcia,Castillo,2:44,D,7062,.92,-,
2,Friday Apr 2,boxscore,MIA,,TBR,L,4,6,,0-2,5,1.5,Kittredge,Bass,Castillo,3:22,N,6115,.86,--,
3,Saturday Apr 3,boxscore,MIA,,TBR,W,12,7,,1-2,4,1.5,Bleier,Archer,,3:32,N,6179,.82,+,
4,Monday Apr 5,boxscore,MIA,,STL,L,1,4,,1-3,4,3.0,Ponce de Leon,Rogers,Reyes,3:09,N,4605,.89,-,
5,Tuesday Apr 6,boxscore,MIA,,STL,L,2,4,,1-4,4,3.0,Helsley,Alcantara,Reyes,3:43,N,4982,.85,--,
6,Wednesday Apr 7,boxscore,MIA,,STL,L,0,7,,1-5,5,4.0,Flaherty,López,,3:10,D,5244,.83,---,
7,Thursday Apr 8,boxscore,MIA,@,NYM,L-wo,2,3,,1-6,5,4.5,Díaz,Bass,,3:18,D,8492,.83,----,
8,Saturday Apr 10,boxscore,MIA,@,NYM,W,3,0,,2-6,5,3.0,Rogers,deGrom,Garcia,2:36,D,8419,.80,+,
9,Sunday Apr 11,boxscore,MIA,@,NYM,L-wo,5,6,,2-7,5,4.0,Familia,Floro,,4:05,D,8199,.87,-,
10,Monday Apr 12,boxscore,MIA,@,ATL,W,5,3,10,3-7,5,3.5,Garcia,Webb,,3:45,N,11830,.85,+,
11,Tuesday Apr 13,boxscore,MIA,@,ATL,W,14,8,,4-7,3,2.5,Curtiss,Fried,,3:51,N,12036,.83,++,
12,Wednesday Apr 14,boxscore,MIA,@,ATL,W,6,5,10,5-7,3,2.5,Curtiss,Matzek,Garcia,3:26,N,12480,.94,+++,
13,Thursday Apr 15,boxscore,MIA,@,ATL,L-wo,6,7,,5-8,3,3.0,Minter,Floro,,3:24,D,11739,1.03,-,
14,Friday Apr 16,boxscore,MIA,,SFG,W,4,1,,6-8,3,2.5,Bass,Wisler,Garcia,2:44,N,5734,.95,+,
15,Saturday Apr 17,boxscore,MIA,,SFG,W-wo,7,6,10,7-8,3,2.0,Garcia,García,,3:56,N,6014,.94,++,
16,Sunday Apr 18,boxscore,MIA,,SFG,L,0,1,,7-9,3,3.0,Wood,López,Rogers,2:53,D,6129,1.02,-,
17,Tuesday Apr 20,boxscore,MIA,,BAL,L,5,7,,7-10,3,3.0,Harvey,Neidert,Valdez,3:26,N,4540,.93,--,
18,Wednesday Apr 21,boxscore,MIA,,BAL,W,3,0,,8-10,3,2.0,Rogers,Zimmermann,Garcia,2:42,D,4028,.82,+,
19,Thursday Apr 22,boxscore,MIA,@,SFG,L,0,3,,8-11,5,2.0,Sanchez,Castano,McGee,2:26,N,4580,.91,-,
20,Friday Apr 23,boxscore,MIA,@,SFG,L,3,5,,8-12,5,3.0,Wood,Alcantara,,2:41,N,6657,.97,--,
21,Saturday Apr 24,boxscore,MIA,@,SFG,W,5,2,,9-12,5,2.0,Floro,Santos,,2:46,N,8282,.86,+,
22,Sunday Apr 25,boxscore,MIA,@,SFG,L,3,4,,9-13,5,3.0,Webb,Campbell,Rogers,3:10,D,7572,.88,-,
23,Monday Apr 26,boxscore,MIA,@,MIL,W,8,0,,10-13,4,2.5,Rogers,Burnes,,3:20,N,10749,.89,+,
24,Tuesday Apr 27,boxscore,MIA,@,MIL,L,4,5,,10-14,4,2.5,Houser,Curtiss,Hader,3:15,N,10620,.92,-,
25,Wednesday Apr 28,boxscore,MIA,@,MIL,W,6,2,,11-14,4,1.5,Alcantara,Godley,,3:04,D,11564,.90,+,
26,Friday Apr 30,boxscore,MIA,@,WSN,L-wo,1,2,10,11-15,5,2.0,Hand,Garcia,,3:02,N,8295,1.04,-,
27,Saturday May 1,boxscore,MIA,@,WSN,L,2,7,,11-16,5,2.5,Corbin,Campbell,,2:59,D,8510,1.04,--,
28,Sunday May 2,boxscore,MIA,@,WSN,L,1,3,,11-17,5,3.5,Scherzer,Rogers,,2:37,D,8482,.95,---,
29,Tuesday May 4,boxscore,MIA,,ARI,W,9,3,,12-17,5,2.5,Bleier,Ginkel,,3:17,N,3898,.80,+,
30,Wednesday May 5,boxscore,MIA,,ARI,W,8,0,,13-17,5,2.5,Holloway,Weaver,,2:57,N,3573,.86,++,
31,Thursday May 6,boxscore,MIA,,ARI,W,3,1,,14-17,4,2.5,Floro,Bukauskas,Garcia,2:44,N,4049,.89,+++,
32,Friday May 7,boxscore,MIA,,MIL,W,6,1,,15-17,3,2.5,Rogers,Suter,,2:59,N,5507,.94,++++,
33,Saturday May 8,boxscore,MIA,,MIL,L,2,6,,15-18,4,3.0,Houser,Castano,,3:02,N,5764,1.00,-,
34,Sunday May 9,boxscore,MIA,,MIL,L,1,2,10,15-19,4,4.0,Hader,Bass,Rasmussen,3:15,D,5105,.91,--,
35,Monday May 10,boxscore,MIA,@,ARI,L,2,5,,15-20,5,4.5,Weaver,Holloway,Crichton,2:47,N,6307,.85,---,
36,Tuesday May 11,boxscore,MIA,@,ARI,L,3,11,,15-21,5,5.5,Bumgarner,López,,3:02,N,5560,.82,----,
37,Wednesday May 12,boxscore,MIA,@,ARI,W,3,2,,16-21,4,5.5,Poteet,Peacock,Garcia,2:41,N,5714,.76,+,
38,Thursday May 13,boxscore,MIA,@,ARI,W,5,1,,17-21,4,5.0,Rogers,Kelly,,2:55,N,5967,.79,++,
39,Friday May 14,boxscore,MIA,@,LAD,L,6,9,,17-22,5,5.0,Kershaw,Alcantara,Jansen,3:18,N,15915,.93,-,
40,Saturday May 15,boxscore,MIA,@,LAD,L,0,7,,17-23,5,5.0,Bauer,Holloway,,3:11,N,16116,.82,--,
41,Sunday May 16,boxscore,MIA,@,LAD,W,3,2,,18-23,5,4.0,López,Uceta,Garcia,3:23,D,15976,.80,+,
42,Tuesday May 18,boxscore,MIA,@,PHI,L,3,8,,18-24,4,5.5,Bradley,Floro,,3:34,N,11114,1.05,-,
43,Wednesday May 19,boxscore,MIA,@,PHI,W,3,1,,19-24,4,4.5,Rogers,Eflin,Garcia,3:02,N,11549,.91,+,
44,Thursday May 20,boxscore,MIA,@,PHI,W,6,0,,20-24,3,4.0,Alcantara,Hale,,3:08,N,11503,1.03,++,
45,Friday May 21,boxscore,MIA,,NYM,L,5,6,12,20-25,4,5.0,Smith,Cimber,Barnes,4:38,N,7282,1.16,-,
46,Saturday May 22,boxscore,MIA,,NYM,W-wo,3,1,,21-25,4,4.0,Garcia,Smith,,3:02,D,7513,1.08,+,
47,Sunday May 23,boxscore,MIA,,NYM,W,5,1,,22-25,4,3.0,Poteet,Yamamoto,,2:37,D,7945,1.09,++,
48,Monday May 24,boxscore,MIA,,PHI,W,9,6,,23-25,3,2.0,Cimber,Eflin,Floro,3:23,N,4527,1.10,+++,
49,Tuesday May 25,boxscore,MIA,,PHI,L,0,2,,23-26,4,3.0,Velasquez,Alcantara,Neris,2:49,N,4864,1.24,-,
50,Wednesday May 26,boxscore,MIA,,PHI,W,4,2,,24-26,3,2.5,Detwiler,Coonrod,Garcia,3:29,N,4760,1.11,+,
51,Thursday May 27,boxscore,MIA,,PHI,L,2,3,,24-27,4,4.0,Alvarado,Garcia,Neris,3:11,D,4932,1.19,-,
52,Friday May 28,boxscore,MIA,@,BOS,L,2,5,6,24-28,4,4.5,Pérez,Poteet,Ottavino,2:07,N,9005,.93,--,
53,Saturday May 29,boxscore,MIA,@,BOS,L,1,3,,24-29,4,5.5,Eovaldi,Rogers,Barnes,3:17,D,25089,.84,---,
54,Tuesday Jun 1,boxscore,MIA,@,TOR,L,1,5,,24-30,4,6.0,Ray,Alcantara,,2:45,N,5321,.75,----,
55,Wednesday Jun 2,boxscore,MIA,@,TOR,L-wo,5,6,,24-31,5,7.0,Castro,Garcia,,3:41,N,5385,.79,-----,
56,Thursday Jun 3,boxscore,MIA,@,PIT,L,3,5,,24-32,5,7.0,Crick,Floro,Rodríguez,3:01,N,4192,.69,------,
57,Friday Jun 4,boxscore,MIA,@,PIT,L,2,9,,24-33,5,7.0,Underwood,Poteet,Stratton,3:22,N,8044,.66,-------,
58,Saturday Jun 5,boxscore,MIA,@,PIT,L-wo,7,8,12,24-34,5,8.0,Holmes,Cimber,,4:20,D,8714,.67,--------,
59,Sunday Jun 6,boxscore,MIA,@,PIT,W,3,1,,25-34,5,8.0,Alcantara,Kuhl,Garcia,2:40,D,5477,.51,+,
60,Monday Jun 7,boxscore,MIA,@,BOS,L,3,5,,25-35,5,8.5,Sawamura,Thompson,Ottavino,3:38,N,25374,.57,-,
61,Tuesday Jun 8,boxscore,MIA,,COL,W,6,2,,26-35,4,7.5,López,Senzatela,,2:45,N,4863,.49,+,
62,Wednesday Jun 9,boxscore,MIA,,COL,L,3,4,,26-36,5,8.5,Gomber,Garrett,Bard,3:53,N,4563,.55,-,
63,Thursday Jun 10,boxscore,MIA,,COL,W,11,4,,27-36,5,8.0,Rogers,González,,3:03,N,4965,.51,+,
64,Friday Jun 11,boxscore,MIA,,ATL,W,4,3,,28-36,4,8.0,Alcantara,Morton,Garcia,3:23,N,6595,.61,++,
65,Saturday Jun 12,boxscore,MIA,,ATL,W,4,2,,29-36,4,8.0,Thompson,Fried,Floro,2:47,D,8158,.68,+++,
66,Sunday Jun 13,boxscore,MIA,,ATL,L,4,6,,29-37,4,8.0,Smyly,López,Smith,3:45,D,8448,.66,-,
67,Monday Jun 14,boxscore,MIA,@,STL,L,2,4,,29-38,5,9.0,Gallegos,Floro,Reyes,3:02,N,24281,.60,--,
68,Tuesday Jun 15,boxscore,MIA,@,STL,L-wo,1,2,,29-39,5,10.0,Reyes,Garcia,,2:54,N,24736,.50,---,
69,Wednesday Jun 16,boxscore,MIA,@,STL,L-wo,0,1,,29-40,5,11.0,Helsley,Alcantara,,2:40,D,24682,.44,----,
70,Friday Jun 18,boxscore,MIA,@,CHC,W,10,2,,30-40,5,9.5,Curtiss,Davies,,3:21,N,32505,.37,+,
71,Saturday Jun 19,boxscore,MIA,@,CHC,W,11,1,,31-40,5,9.0,López,Arrieta,,3:07,D,35846,.38,++,
72,Sunday Jun 20,boxscore,MIA,@,CHC,L,0,2,,31-41,5,9.0,Mills,Thompson,Kimbrel,2:52,D,37158,.45,-,
73,Tuesday Jun 22,boxscore,MIA,,TOR,L,1,2,,31-42,5,9.0,Mayza,Garcia,Romano,2:34,N,6291,.43,--,
74,Wednesday Jun 23,boxscore,MIA,,TOR,L,1,3,,31-43,5,10.0,Ray,Rogers,Romano,3:18,N,6164,.39,---,
75,Thursday Jun 24,boxscore,MIA,,WSN,L,3,7,,31-44,5,10.5,Ross,Poteet,,3:14,N,5255,.37,----,
76,Friday Jun 25,boxscore,MIA,,WSN,W,11,2,,32-44,5,10.0,López,Lester,,3:21,N,4749,.33,+,
77,Saturday Jun 26,boxscore,MIA,,WSN,W,3,2,,33-44,5,10.0,Thompson,Corbin,Garcia,2:44,D,6305,.36,++,
78,Sunday Jun 27,boxscore,MIA,,WSN,L,1,5,,33-45,5,10.0,Scherzer,Alcantara,,3:06,D,7349,.40,-,
79,Tuesday Jun 29,boxscore,MIA,@,PHI,L,3,4,,33-46,5,10.5,Velasquez,Rogers,Alvarado,3:25,N,18079,.34,--,
80,Wednesday Jun 30,boxscore,MIA,@,PHI,W,11,6,,34-46,5,9.5,Pop,Nola,,4:06,N,17190,.23,+,
81,Friday Jul 2,boxscore,MIA,@,ATL,L,0,1,,34-47,5,9.5,Smyly,López,Smith,3:24,N,38203,.37,-,
82,Saturday Jul 3,boxscore,MIA,@,ATL,W,3,2,,35-47,5,9.5,Alcantara,Muller,Garcia,3:14,D,38526,.29,+,
83,Sunday Jul 4,boxscore,MIA,@,ATL,L-wo,7,8,10,35-48,5,10.0,Smith,Bass,,4:08,D,34485,.39,-,
84,Monday Jul 5,boxscore,MIA,,LAD,W,5,4,,36-48,5,10.0,Hess,González,Bender,3:48,N,15290,.26,+,
85,Tuesday Jul 6,boxscore,MIA,,LAD,W-wo,2,1,10,37-48,5,9.5,Hess,Treinen,,4:34,N,7993,.27,++,
86,Wednesday Jul 7,boxscore,MIA,,LAD,W-wo,9,6,,38-48,5,9.0,Bender,Uceta,,3:46,N,9523,.34,+++,
87,Thursday Jul 8,boxscore,MIA,,LAD,L,1,6,,38-49,5,9.5,Urías,Alcantara,,3:05,D,12031,.36,-,
88,Friday Jul 9,boxscore,MIA,,ATL,L,0,5,,38-50,5,10.5,Morton,Bass,,3:01,N,7446,.39,--,
89,Saturday Jul 10,boxscore,MIA,,ATL,L,4,5,,38-51,5,11.0,Fried,Rogers,Smith,3:37,D,12178,.31,---,
90,Sunday Jul 11,boxscore,MIA,,ATL,W,7,4,,39-51,5,10.0,López,Anderson,,3:05,D,9456,.23,+,
91,Friday Jul 16 (1),boxscore,MIA,@,PHI,L,2,5,7,39-52,5,9.5,Bradley,Alcantara,Suárez,2:35,D,,.31,-,
92,Friday Jul 16 (2),boxscore,MIA,@,PHI,W,7,0,7,40-52,5,9.5,Holloway,Eflin,,2:21,N,28712,.31,+,
93,Saturday Jul 17,boxscore,MIA,@,PHI,L-wo,2,4,10,40-53,5,9.5,Alvarado,Garcia,,3:30,D,21390,.33,-,
94,Sunday Jul 18,boxscore,MIA,@,PHI,L,4,7,,40-54,5,10.5,Wheeler,Bender,Neris,3:28,D,20588,.28,--,
95,Monday Jul 19,boxscore,MIA,@,WSN,L,1,18,,40-55,5,11.5,Lester,Detwiler,,2:53,N,15283,.18,---,
96,Tuesday Jul 20,boxscore,MIA,@,WSN,L,3,6,,40-56,5,11.5,Voth,Bleier,Hand,2:56,N,17362,.14,----,
97,Wednesday Jul 21,boxscore,MIA,@,WSN,W,3,1,10,41-56,5,11.5,Floro,Hand,Garcia,3:22,N,21058,.13,+,
98,Thursday Jul 22,boxscore,MIA,,SDP,L,2,3,,41-57,5,12.0,Snell,Holloway,Melancon,3:58,N,10977,.14,-,
99,Friday Jul 23,boxscore,MIA,,SDP,L,2,5,,41-58,5,13.0,Musgrove,Thompson,Melancon,3:25,N,9264,.12,--,
100,Saturday Jul 24,boxscore,MIA,,SDP,W,3,2,,42-58,5,12.0,Garrett,Hill,Garcia,2:58,N,13207,.08,+,
101,Sunday Jul 25,boxscore,MIA,,SDP,W,9,3,,43-58,5,12.0,Bender,Darvish,,3:04,D,12765,.11,++,
102,Tuesday Jul 27,boxscore,MIA,@,BAL,W,7,3,,44-58,5,11.0,Alcantara,Watkins,,3:06,N,10098,.12,+++,
103,Wednesday Jul 28,boxscore,MIA,@,BAL,L-wo,7,8,,44-59,5,12.0,Scott,Okert,,3:32,N,8363,.17,-,
104,Friday Jul 30,boxscore,MIA,,NYY,L,1,3,,44-60,5,11.5,Taillon,Thompson,Chapman,3:17,N,18462,.12,--,
105,Saturday Jul 31,boxscore,MIA,,NYY,L,2,4,,44-61,5,12.5,Luetge,Hess,Loáisiga,3:25,N,25767,.11,---,
106,Sunday Aug 1,boxscore,MIA,,NYY,L,1,3,,44-62,5,12.5,Rodríguez,Bass,Chapman,3:04,D,20758,.09,----,
107,Monday Aug 2,boxscore,MIA,,NYM,W,6,3,,45-62,5,11.5,Luzardo,Megill,Floro,3:11,N,8771,.09,+,
108,Tuesday Aug 3,boxscore,MIA,,NYM,W,5,4,,46-62,5,10.5,Neidert,Walker,Floro,2:43,N,7682,.12,++,
109,Wednesday Aug 4,boxscore,MIA,,NYM,L,3,5,,46-63,5,11.5,Castro,Bass,May,3:33,N,9760,.14,-,
110,Thursday Aug 5,boxscore,MIA,,NYM,W,4,2,,47-63,5,10.5,Detwiler,Familia,Bender,3:38,D,9745,.08,+,
111,Friday Aug 6,boxscore,MIA,@,COL,L,2,14,,47-64,5,10.5,Márquez,Alcantara,,2:51,N,28281,.08,-,
112,Saturday Aug 7,boxscore,MIA,@,COL,L,4,7,,47-65,5,11.5,Gomber,Luzardo,Bard,3:17,N,39896,.04,--,
113,Sunday Aug 8,boxscore,MIA,@,COL,L,8,13,,47-66,5,12.5,Freeland,Hess,,3:06,D,34677,.03,---,
114,Monday Aug 9,boxscore,MIA,@,SDP,L,3,8,,47-67,5,13.0,Musgrove,Thompson,,3:06,N,26841,.02,----,
115,Tuesday Aug 10,boxscore,MIA,@,SDP,L,5,6,,47-68,5,13.0,Johnson,Bleier,Melancon,3:24,N,32060,.02,-----,
116,Wednesday Aug 11,boxscore,MIA,@,SDP,W,7,0,,48-68,5,12.0,Alcantara,Weathers,,3:07,D,29753,.01,+,
117,Friday Aug 13,boxscore,MIA,,CHC,W,14,10,,49-68,5,11.5,Luzardo,Alzolay,,4:14,N,11728,.01,++,
118,Saturday Aug 14,boxscore,MIA,,CHC,W,5,4,,50-68,5,11.5,Floro,Heuer,Bender,3:03,N,11225,.01,+++,
119,Sunday Aug 15,boxscore,MIA,,CHC,W,4,1,,51-68,4,11.0,Campbell,Mills,Floro,3:21,D,10262,.02,++++,
120,Monday Aug 16,boxscore,MIA,,ATL,L,2,12,,51-69,4,12.0,Toussaint,Garrett,,3:28,N,6442,.02,-,
121,Tuesday Aug 17,boxscore,MIA,,ATL,L,0,2,,51-70,5,13.0,Martin,Alcantara,Smith,2:33,N,6079,.02,--,
122,Wednesday Aug 18,boxscore,MIA,,ATL,L,9,11,,51-71,5,14.0,Morton,Luzardo,,3:49,N,6871,.01,---,
123,Thursday Aug 19,boxscore,MIA,@,CIN,L,1,6,,51-72,5,14.5,Castillo,Neidert,,2:43,N,11581,.01,----,
124,Friday Aug 20,boxscore,MIA,@,CIN,L,3,5,,51-73,5,15.5,Gray,Hernandez,Givens,2:35,N,19106,.01,-----,
125,Saturday Aug 21,boxscore,MIA,@,CIN,L,4,7,,51-74,5,16.5,Cessa,Bender,Lorenzen,2:52,N,34433,.00,------,
126,Sunday Aug 22,boxscore,MIA,@,CIN,L,1,3,,51-75,5,17.5,Gutierrez,Alcantara,Lorenzen,2:43,D,17797,.00,-------,
127,Tuesday Aug 24,boxscore,MIA,,WSN,L,1,5,,51-76,5,17.0,Fedde,Luzardo,,3:16,N,5394,.00,--------,
128,Wednesday Aug 25,boxscore,MIA,,WSN,W-wo,4,3,10,52-76,5,16.5,Floro,Finnegan,,3:22,N,6237,.00,+,
129,Thursday Aug 26,boxscore,MIA,,WSN,W,7,5,,53-76,5,16.0,Hernandez,Corbin,Floro,3:25,N,5447,.00,++,
130,Friday Aug 27,boxscore,MIA,,CIN,L,0,6,,53-77,5,17.0,Miley,Thompson,,2:28,N,7119,.00,-,
131,Saturday Aug 28,boxscore,MIA,,CIN,W,6,1,,54-77,5,16.0,Alcantara,Gutierrez,,3:00,N,10407,.00,+,
132,Sunday Aug 29,boxscore,MIA,,CIN,W,2,1,,55-77,5,16.0,Luzardo,Mahle,Floro,2:36,D,11019,.00,++,
133,Tuesday Aug 31,boxscore,MIA,@,NYM,L,1,3,7,55-78,5,15.5,Loup,Cabrera,Díaz,2:05,N,18101,.00,-,
134,Thursday Sep 2,boxscore,MIA,@,NYM,L,3,4,,55-79,5,16.0,Familia,Alcantara,Díaz,2:59,N,23737,.00,--,
135,Friday Sep 3,boxscore,MIA,,PHI,W,10,3,,56-79,4,15.0,Okert,Gibson,,3:08,N,7073,.00,+,
136,Saturday Sep 4,boxscore,MIA,,PHI,W,3,2,,57-79,4,14.0,Bass,Bradley,Floro,3:06,N,9256,.00,++,
137,Sunday Sep 5,boxscore,MIA,,PHI,L,3,4,10,57-80,4,15.0,Kennedy,Floro,,3:40,D,8082,.00,-,
138,Tuesday Sep 7,boxscore,MIA,,NYM,L,4,9,,57-81,4,16.0,Carrasco,Campbell,,3:59,N,5848,.00,--,
139,Wednesday Sep 8,boxscore,MIA,,NYM,W-wo,2,1,10,58-81,4,15.0,Bender,Díaz,,3:06,N,6378,.00,+,
140,Thursday Sep 9,boxscore,MIA,,NYM,W,3,2,,59-81,4,15.0,Bleier,Familia,Floro,2:59,N,8075,.00,++,
141,Friday Sep 10,boxscore,MIA,@,ATL,L,2,6,,59-82,4,16.0,Anderson,Rogers,,3:24,N,33850,.00,-,
142,Saturday Sep 11,boxscore,MIA,@,ATL,W,6,4,,60-82,4,15.0,Bass,Rodríguez,Floro,3:23,N,35250,.00,+,
143,Sunday Sep 12,boxscore,MIA,@,ATL,L,3,5,,60-83,4,16.0,Webb,Bass,Smith,3:17,D,27847,.00,-,
144,Monday Sep 13,boxscore,MIA,@,WSN,W,3,0,,61-83,4,15.5,Alcantara,Espino,Floro,2:36,N,19759,.00,+,
145,Tuesday Sep 14,boxscore,MIA,@,WSN,L,2,8,,61-84,4,15.5,Fedde,Luzardo,,3:21,N,17030,.00,-,
146,Wednesday Sep 15,boxscore,MIA,@,WSN,W,8,6,,62-84,4,14.5,Campbell,Finnegan,Floro,3:53,D,16309,.00,+,
147,Friday Sep 17,boxscore,MIA,,PIT,L,1,2,,62-85,4,14.5,Crowe,Hernandez,Stratton,3:04,N,7884,.00,-,
148,Saturday Sep 18,boxscore,MIA,,PIT,L,3,6,,62-86,4,14.5,Wilson,Cabrera,,3:30,N,12300,.00,--,
