Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
65,CHC,2019-06-10,@,COL,L 5-6,37,34,5,7,4,0,0,3,4,0,0,3,12,.206,.270,.471,.741,16,0,0,0,0,0
66,CHC,2019-06-11,@,COL,L 3-10,37,32,3,6,4,1,0,1,3,0,0,3,5,.188,.297,.313,.610,10,1,2,0,0,0
67,CHC,2019-06-12,@,COL,W 10-1,45,37,10,12,8,2,0,2,10,0,0,5,7,.324,.422,.541,.963,20,2,2,0,1,1
68,CHC,2019-06-13,@,LAD,L 3-7,36,33,3,8,5,1,0,2,3,0,1,3,8,.242,.306,.455,.760,15,0,0,0,0,0
69,CHC,2019-06-14,@,LAD,L 3-5,36,35,3,8,4,2,0,2,3,0,0,0,10,.229,.229,.457,.686,16,0,0,1,0,0
70,CHC,2019-06-15,@,LAD,W 2-1,33,31,2,4,3,0,0,1,2,0,0,1,8,.129,.182,.226,.408,7,1,1,0,0,0
71,CHC,2019-06-16,@,LAD,L 2-3,37,34,2,9,9,0,0,0,2,1,0,1,10,.265,.278,.265,.542,9,1,0,1,1,0
72,CHC,2019-06-18,,CHW,L 1-3,33,31,1,6,5,0,0,1,1,0,0,2,5,.194,.242,.290,.533,9,2,0,0,0,0
73,CHC,2019-06-19,,CHW,W 7-3,37,34,7,11,5,3,0,3,7,1,0,3,14,.324,.378,.676,1.055,23,0,0,0,0,0
74,CHC,2019-06-20,,NYM,W 7-4,36,30,7,7,3,2,1,1,6,0,0,5,11,.233,.343,.467,.810,14,0,0,1,0,1
75,CHC,2019-06-21,,NYM,L 4-5,35,33,4,6,4,1,0,1,4,2,0,2,6,.182,.229,.303,.532,10,0,0,0,0,0
76,CHC,2019-06-22,,NYM,L 2-10,36,31,2,6,5,1,0,0,0,0,0,4,7,.194,.286,.226,.512,7,2,0,1,0,0
77,CHC,2019-06-23,,NYM,W 5-3,35,33,5,12,9,2,0,1,5,3,1,2,11,.364,.400,.515,.915,17,1,0,0,0,0
78,CHC,2019-06-24,,ATL,W 8-3,35,31,8,10,5,3,0,2,8,1,0,3,5,.323,.400,.613,1.013,19,2,1,0,0,0
79,CHC,2019-06-25,,ATL,L 2-3,33,28,2,4,3,1,0,0,2,0,1,5,13,.143,.273,.179,.451,5,1,0,0,0,1
80,CHC,2019-06-26,,ATL,L 3-5,38,34,3,10,7,0,1,2,3,0,0,4,5,.294,.368,.529,.898,18,3,0,0,0,0
81,CHC,2019-06-27,,ATL,W 9-7,36,35,9,10,5,2,1,2,7,0,0,1,9,.286,.306,.571,.877,20,0,0,0,0,0
82,CHC,2019-06-28,@,CIN,L 3-6,36,32,3,6,4,0,1,1,3,0,0,2,9,.188,.250,.344,.594,11,1,1,0,1,0
83,CHC,2019-06-29,@,CIN,W 6-0,39,34,6,8,3,3,0,2,6,0,0,5,8,.235,.333,.500,.833,17,2,0,0,0,0
84,CHC,2019-06-30,@,CIN,L 6-8,42,38,6,11,5,4,0,2,6,0,0,4,10,.289,.357,.553,.910,21,0,0,0,0,0
85,CHC,2019-07-01,@,PIT,L 5-18,42,38,5,13,10,2,0,1,5,0,0,3,7,.342,.405,.474,.878,18,1,1,0,0,0
86,CHC,2019-07-02,@,PIT,L 1-5,33,31,1,6,4,2,0,0,1,0,0,2,13,.194,.242,.258,.500,8,1,0,0,0,0
87,CHC,2019-07-03,@,PIT,L 5-6,40,36,5,9,6,0,0,3,5,0,0,3,11,.250,.325,.500,.825,18,0,1,0,0,0
88,CHC,2019-07-04,@,PIT,W 11-3,44,41,11,15,5,4,2,4,11,0,0,2,13,.366,.409,.854,1.263,35,0,1,0,0,0
89,CHC,2019-07-06,@,CHW,W 6-3,41,32,6,7,2,5,0,0,6,0,0,9,8,.219,.390,.375,.765,12,2,0,0,0,1
90,CHC,2019-07-07,@,CHW,L 1-3,34,32,1,7,3,3,0,1,1,0,0,2,6,.219,.265,.406,.671,13,2,0,0,0,0
91,CHC,2019-07-12,,PIT,W 4-3,34,28,4,6,5,0,0,1,4,0,0,5,11,.214,.324,.321,.645,9,1,0,0,1,0
92,CHC,2019-07-13,,PIT,W 10-4,42,36,10,13,7,4,0,2,10,0,0,6,9,.361,.452,.639,1.091,23,1,0,0,0,0
93,CHC,2019-07-14,,PIT,W 8-3,40,33,8,13,8,2,0,3,8,0,0,5,6,.394,.450,.727,1.177,24,2,0,0,2,2
94,CHC,2019-07-15,,CIN,L 3-6,39,34,3,9,5,3,0,1,2,0,0,4,14,.265,.359,.441,.800,15,1,1,0,0,0
95,CHC,2019-07-16,,CIN,W 4-3 (10),37,36,4,9,5,1,0,3,4,0,0,1,8,.250,.270,.528,.798,19,0,0,0,0,0
96,CHC,2019-07-17,,CIN,W 5-2,32,30,5,6,3,1,0,2,5,1,0,2,10,.200,.250,.433,.683,13,0,0,0,0,0
97,CHC,2019-07-19,,SDP,W 6-5,35,31,6,7,4,1,0,2,5,0,0,4,11,.226,.314,.452,.766,14,1,0,0,0,1
98,CHC,2019-07-20,,SDP,W 6-5,36,33,6,11,6,3,1,1,6,0,0,3,8,.333,.389,.576,.965,19,1,0,0,0,0
99,CHC,2019-07-21,,SDP,L 1-5,32,32,1,6,5,1,0,0,1,0,0,0,10,.188,.188,.219,.406,7,0,0,0,0,0
100,CHC,2019-07-22,@,SFG,L 4-5,37,33,4,6,3,1,0,2,4,1,0,3,10,.182,.270,.394,.664,13,0,1,0,0,1
101,CHC,2019-07-23,@,SFG,L 4-5 (13),49,46,4,9,6,3,0,0,4,2,0,2,15,.196,.245,.261,.506,12,3,1,0,0,0
102,CHC,2019-07-24,@,SFG,W 4-1,38,37,4,11,7,1,0,3,4,0,1,1,10,.297,.316,.568,.883,21,1,0,0,0,0
103,CHC,2019-07-26,@,MIL,L 2-3,31,30,2,4,3,0,0,1,2,0,0,1,12,.133,.161,.233,.395,7,0,0,0,0,0
104,CHC,2019-07-27,@,MIL,L 3-5 (10),39,36,3,6,3,1,0,2,3,1,0,2,12,.167,.231,.361,.592,13,0,1,0,0,0
105,CHC,2019-07-28,@,MIL,W 11-4,39,34,11,7,4,0,0,3,11,0,0,4,9,.206,.308,.471,.778,16,0,1,0,0,0
106,CHC,2019-07-30,@,STL,L 1-2,38,31,1,6,5,1,0,0,1,0,1,6,10,.194,.324,.226,.550,7,0,0,1,0,1
107,CHC,2019-07-31,@,STL,W 2-0,37,34,2,8,5,3,0,0,1,1,0,2,7,.235,.297,.324,.621,11,1,1,0,0,0
108,CHC,2019-08-01,@,STL,L 0-8,30,28,0,1,1,0,0,0,0,0,0,2,11,.036,.100,.036,.136,1,0,0,0,0,0
109,CHC,2019-08-02,,MIL,W 6-2,43,35,6,12,7,3,0,2,6,1,1,5,6,.343,.439,.600,1.039,21,0,1,2,0,0
110,CHC,2019-08-03,,MIL,W 4-1,36,31,4,9,6,1,1,1,3,0,0,4,7,.290,.361,.484,.845,15,1,0,0,1,0
111,CHC,2019-08-04,,MIL,W 7-2,40,35,7,14,11,0,1,2,7,0,0,2,6,.400,.436,.629,1.064,22,0,1,1,1,0
112,CHC,2019-08-05,,OAK,W 6-5,36,34,6,12,6,2,0,4,6,1,0,2,7,.353,.389,.765,1.154,26,2,0,0,0,0
113,CHC,2019-08-06,,OAK,L 4-11,40,37,4,11,6,4,0,1,4,0,0,3,6,.297,.350,.486,.836,18,2,0,0,0,0
114,CHC,2019-08-07,,OAK,W 10-1,36,33,10,11,7,1,0,3,10,0,0,1,2,.333,.371,.636,1.008,21,1,1,1,0,0
115,CHC,2019-08-08,@,CIN,W 12-5,50,45,12,19,13,3,0,3,12,1,0,4,6,.422,.480,.689,1.169,31,0,1,0,0,0
116,CHC,2019-08-09,@,CIN,L 2-5,38,32,2,5,3,1,0,1,2,0,0,4,13,.156,.289,.281,.571,9,0,2,0,0,0
117,CHC,2019-08-10,@,CIN,L 1-10,38,33,1,7,4,2,0,1,1,0,0,4,9,.212,.316,.364,.679,12,1,1,0,0,0
118,CHC,2019-08-11,@,CIN,W 6-3,39,37,6,10,6,2,0,2,6,0,0,2,10,.270,.308,.486,.794,18,0,0,0,0,0
119,CHC,2019-08-13,@,PHI,L 2-4,37,29,2,5,3,1,0,1,2,1,0,5,3,.172,.306,.310,.616,9,1,1,1,1,0
120,CHC,2019-08-14,@,PHI,L 1-11,31,30,1,4,3,0,0,1,1,0,1,1,10,.133,.161,.233,.395,7,0,0,0,0,0
121,CHC,2019-08-15,@,PHI,L 5-7,40,35,5,9,4,2,1,2,5,0,0,4,8,.257,.350,.543,.893,19,0,1,0,0,0
122,CHC,2019-08-16,@,PIT,L 2-3,33,31,2,5,3,1,1,0,2,0,0,2,10,.161,.212,.258,.470,8,1,0,0,0,0
123,CHC,2019-08-17,@,PIT,W 2-0,33,29,2,4,3,0,0,1,1,0,0,2,10,.138,.242,.241,.484,7,2,2,0,0,0
124,CHC,2019-08-18,@,PIT,W 7-1,42,35,7,9,3,3,0,3,7,0,1,7,14,.257,.381,.600,.981,21,0,0,0,0,0
125,CHC,2019-08-20,,SFG,W 5-3,39,31,5,9,5,1,0,3,5,0,0,7,5,.290,.410,.613,1.023,19,1,0,0,1,1
126,CHC,2019-08-21,,SFG,W 12-11,43,37,12,14,10,1,0,3,12,2,0,5,6,.378,.465,.649,1.114,24,0,1,0,0,0
127,CHC,2019-08-22,,SFG,W 1-0,26,25,1,2,2,0,0,0,1,0,0,1,5,.080,.115,.080,.195,2,2,0,0,0,0
128,CHC,2019-08-23,,WSN,L 3-9,32,30,3,3,2,1,0,0,2,0,0,2,7,.100,.156,.133,.290,4,1,0,0,0,0
129,CHC,2019-08-24,,WSN,L 2-7,38,31,2,7,4,3,0,0,2,0,0,6,12,.226,.351,.323,.674,10,2,0,1,0,0
130,CHC,2019-08-25,,WSN,L 5-7 (11),43,39,5,7,4,0,0,3,5,0,0,3,14,.179,.256,.410,.666,16,1,1,0,0,0
131,CHC,2019-08-27,@,NYM,W 5-2,37,35,5,11,4,5,0,2,5,0,1,2,10,.314,.351,.629,.980,22,1,0,0,0,0
132,CHC,2019-08-28,@,NYM,W 10-7,42,38,10,12,7,2,0,3,9,0,1,2,13,.316,.366,.605,.971,23,0,1,1,0,0
133,CHC,2019-08-29,@,NYM,W 4-1,33,32,4,6,4,0,0,2,4,1,0,1,10,.188,.212,.375,.587,12,1,0,0,0,0
134,CHC,2019-08-30,,MIL,W 7-1,36,32,7,11,3,5,0,3,7,0,0,2,7,.344,.400,.781,1.181,25,1,1,1,0,0
135,CHC,2019-08-31,,MIL,L 0-2,35,33,0,6,5,1,0,0,0,0,0,2,7,.182,.229,.212,.441,7,0,0,0,0,0
136,CHC,2019-09-01,,MIL,L 0-4,36,29,0,4,4,0,0,0,0,2,0,5,8,.138,.306,.138,.443,4,1,2,0,0,0
137,CHC,2019-09-02,,SEA,W 5-1,38,30,5,7,4,2,1,0,5,1,1,6,10,.233,.395,.367,.761,11,1,2,0,0,1
138,CHC,2019-09-03,,SEA,W 6-1,36,30,6,8,4,1,0,3,6,1,0,5,8,.267,.361,.600,.961,18,1,0,0,1,0
139,CHC,2019-09-05,@,MIL,W 10-5,47,39,10,16,9,4,0,3,10,0,0,5,8,.410,.489,.744,1.233,29,3,2,0,1,1
140,CHC,2019-09-06,@,MIL,L 1-7,31,29,1,3,0,2,0,1,1,0,0,2,7,.103,.161,.276,.437,8,1,0,0,0,0
141,CHC,2019-09-07,@,MIL,L 2-3,35,30,2,4,2,1,0,1,2,0,0,5,12,.133,.257,.267,.524,8,2,0,0,0,0
142,CHC,2019-09-08,@,MIL,L 5-8,37,34,5,7,3,3,0,1,4,1,0,2,11,.206,.270,.382,.653,13,0,1,0,0,1
143,CHC,2019-09-09,@,SDP,W 10-2,46,42,10,15,12,0,1,2,9,0,0,3,10,.357,.400,.548,.948,23,0,0,1,0,0
144,CHC,2019-09-10,@,SDP,L 8-9 (10),45,38,8,9,4,1,0,4,8,0,0,5,12,.237,.333,.579,.912,22,0,1,0,1,0
145,CHC,2019-09-11,@,SDP,L 0-4,31,30,0,3,2,0,1,0,0,0,0,1,12,.100,.129,.167,.296,5,0,0,0,0,1
146,CHC,2019-09-12,@,SDP,W 4-1,37,33,4,8,7,1,0,0,4,2,0,2,11,.242,.297,.273,.570,9,1,1,0,1,0
147,CHC,2019-09-13,,PIT,W 17-8,51,40,17,16,8,3,0,5,17,0,0,10,9,.400,.529,.850,1.379,34,0,1,0,0,0
148,CHC,2019-09-14,,PIT,W 14-1,43,36,14,14,8,2,0,4,14,0,0,2,7,.389,.476,.778,1.254,28,0,4,1,0,0
149,CHC,2019-09-15,,PIT,W 16-6,46,41,16,19,9,4,1,5,15,0,0,3,5,.463,.478,.976,1.454,40,0,0,0,2,0
150,CHC,2019-09-16,,CIN,W 8-2,39,33,8,10,7,2,0,1,7,0,0,5,6,.303,.410,.455,.865,15,0,1,0,0,0
151,CHC,2019-09-17,,CIN,L 2-4,36,32,2,5,3,1,1,0,2,0,0,3,13,.156,.250,.250,.500,8,0,1,0,0,0
152,CHC,2019-09-18,,CIN,L 2-3 (10),35,32,2,4,0,3,0,1,2,0,0,2,8,.125,.171,.313,.484,10,0,0,0,1,0
153,CHC,2019-09-19,,STL,L 4-5 (10),38,36,4,6,4,1,0,1,4,0,0,2,10,.167,.211,.278,.488,10,0,0,0,0,0
154,CHC,2019-09-20,,STL,L 1-2,37,33,1,9,7,2,0,0,0,0,0,4,3,.273,.351,.333,.685,11,3,0,0,0,0
155,CHC,2019-09-21,,STL,L 8-9,42,35,8,10,3,4,0,3,8,0,0,6,11,.286,.381,.657,1.038,23,0,0,0,1,0
156,CHC,2019-09-22,,STL,L 2-3,35,33,2,9,8,0,0,1,1,0,0,1,5,.273,.314,.364,.678,12,3,1,0,0,0
157,CHC,2019-09-24,@,PIT,L 2-9,40,36,2,9,5,4,0,0,2,0,0,4,11,.250,.325,.361,.686,13,0,0,0,0,0
158,CHC,2019-09-25,@,PIT,L 2-4,35,31,2,6,4,0,1,1,2,0,0,3,6,.194,.286,.355,.641,11,2,1,0,0,0
159,CHC,2019-09-26,@,PIT,L 5-9,36,32,5,6,4,2,0,0,5,0,0,3,12,.188,.257,.250,.507,8,1,0,0,0,0
160,CHC,2019-09-27,@,STL,W 8-2,46,37,8,10,4,4,0,2,7,0,0,7,13,.270,.413,.541,.954,20,0,2,0,0,1
161,CHC,2019-09-28,@,STL,W 8-6,44,42,8,16,12,0,0,4,8,1,0,1,7,.381,.386,.667,1.053,28,0,0,0,1,0
162,CHC,2019-09-29,@,STL,L 0-9,28,27,0,3,3,0,0,0,0,0,0,1,7,.111,.143,.111,.254,3,2,0,0,0,0

1,CHW,2019-03-28,@,KCR,L 3-5,36,31,3,4,4,0,0,0,3,0,0,4,5,.129,.250,.129,.379,4,0,1,0,0,0
2,CHW,2019-03-30,@,KCR,L 6-8,38,36,6,10,7,1,0,2,6,1,0,2,10,.278,.316,.472,.788,17,1,0,0,0,0
3,CHW,2019-03-31,@,KCR,W 6-3,41,36,6,11,6,3,0,2,6,0,0,5,7,.306,.390,.556,.946,20,2,0,0,0,0
4,CHW,2019-04-01,@,CLE,L 3-5,36,30,3,3,1,1,0,1,3,0,0,4,14,.100,.229,.233,.462,7,0,1,1,0,0
5,CHW,2019-04-03,@,CLE,W 8-3,44,40,8,13,9,3,0,1,8,1,0,4,10,.325,.386,.475,.861,19,0,0,0,0,0
6,CHW,2019-04-05,,SEA,W 10-8,40,34,10,9,5,3,0,1,8,1,0,5,6,.265,.375,.441,.816,15,2,1,0,0,0
7,CHW,2019-04-06,,SEA,L 2-9,38,37,2,10,7,1,0,2,2,0,0,1,10,.270,.289,.459,.749,17,0,0,0,0,0
8,CHW,2019-04-07,,SEA,L 5-12,41,38,5,10,6,3,0,1,5,0,0,3,9,.263,.317,.421,.738,16,0,0,0,0,0
9,CHW,2019-04-08,,TBR,L 1-5,34,34,1,9,7,1,0,1,1,1,0,0,14,.265,.265,.382,.647,13,2,0,0,0,0
10,CHW,2019-04-09,,TBR,L 5-10,39,33,5,7,6,0,0,1,5,1,0,6,11,.212,.333,.303,.636,10,1,0,0,0,0
11,CHW,2019-04-10,,TBR,L 1-9,34,33,1,6,3,3,0,0,1,2,0,1,14,.182,.206,.273,.479,9,0,0,0,0,0
12,CHW,2019-04-12,@,NYY,W 9-6 (7),34,31,9,12,5,3,0,4,9,1,0,3,8,.387,.441,.871,1.312,27,0,0,0,0,0
13,CHW,2019-04-13,@,NYY,L 0-4,29,29,0,1,1,0,0,0,0,0,0,0,9,.034,.034,.034,.069,1,0,0,0,0,0
14,CHW,2019-04-14,@,NYY,W 5-2,39,32,5,9,5,3,0,1,5,5,2,6,14,.281,.385,.469,.853,15,0,0,0,1,0
15,CHW,2019-04-15,,KCR,W 5-4,37,32,5,9,6,2,0,1,5,0,1,3,6,.281,.378,.438,.816,14,0,2,0,0,0
16,CHW,2019-04-16,,KCR,W 5-1,34,32,5,9,3,2,0,4,5,1,0,2,14,.281,.324,.719,1.042,23,1,0,0,0,0
17,CHW,2019-04-17,,KCR,L 3-4 (10),47,38,3,9,7,1,0,1,3,1,0,8,9,.237,.383,.342,.725,13,1,1,0,0,0
18,CHW,2019-04-18,@,DET,L 7-9,42,40,7,10,6,1,0,3,6,1,0,2,3,.250,.286,.500,.786,20,0,0,0,0,0
19,CHW,2019-04-19,@,DET,W 7-3,41,36,7,11,9,1,0,1,7,2,0,5,8,.306,.390,.417,.807,15,2,0,0,0,0
20,CHW,2019-04-21,@,DET,L 3-4,33,32,3,6,5,1,0,0,2,2,1,1,11,.188,.212,.219,.431,7,0,0,0,0,0
21,CHW,2019-04-22,@,BAL,W 12-2,48,44,12,15,10,3,0,2,11,0,0,4,9,.341,.396,.545,.941,24,0,0,0,0,0
22,CHW,2019-04-23,@,BAL,L 1-9,32,31,1,6,5,0,1,0,1,0,0,1,6,.194,.219,.258,.477,8,3,0,0,0,0
23,CHW,2019-04-24,@,BAL,L 3-4,41,36,3,9,6,3,0,0,3,0,0,4,10,.250,.341,.333,.675,12,0,1,0,0,0
24,CHW,2019-04-26,,DET,W 12-11,47,43,12,21,13,4,0,4,12,2,0,4,10,.488,.532,.860,1.392,37,2,0,0,0,1
25,CHW,2019-04-28,,DET,W 4-1,37,31,4,9,8,1,0,0,4,0,0,3,10,.290,.361,.323,.684,10,1,1,1,1,1
26,CHW,2019-04-29,,BAL,W 5-3,40,33,5,9,4,3,0,2,5,0,0,4,6,.273,.400,.545,.945,18,0,3,0,0,0
27,CHW,2019-05-01 (1),,BAL,L 4-5,39,36,4,7,6,1,0,0,4,0,1,3,10,.194,.256,.222,.479,8,0,0,0,0,0
28,CHW,2019-05-01 (2),,BAL,W 7-6,40,36,7,9,7,0,1,1,7,0,0,4,16,.250,.325,.389,.714,14,1,0,0,0,1
29,CHW,2019-05-02,,BOS,W 6-4,35,33,6,9,5,2,0,2,6,0,0,2,10,.273,.314,.515,.829,17,1,0,0,0,0
30,CHW,2019-05-03,,BOS,L 1-6,36,31,1,5,3,2,0,0,1,0,1,3,14,.161,.278,.226,.504,7,0,2,0,0,0
31,CHW,2019-05-04,,BOS,L 2-15,35,32,2,7,6,0,0,1,2,0,0,3,11,.219,.286,.313,.598,10,2,0,0,0,0
32,CHW,2019-05-05,,BOS,L 2-9,36,34,2,6,4,0,0,2,2,2,0,1,11,.176,.222,.353,.575,12,0,1,0,0,0
33,CHW,2019-05-06,@,CLE,W 9-1,40,37,9,13,8,3,0,2,8,1,0,1,11,.351,.375,.595,.970,22,0,1,0,1,0
34,CHW,2019-05-07,@,CLE,W 2-0,37,33,2,8,5,3,0,0,2,1,0,3,10,.242,.306,.333,.639,11,0,0,1,0,0
35,CHW,2019-05-08,@,CLE,L 3-5,36,34,3,9,8,0,0,1,3,1,0,1,7,.265,.286,.353,.639,12,1,0,1,0,0
36,CHW,2019-05-09,@,CLE,L 0-5 (5),17,17,0,2,1,1,0,0,0,0,0,0,6,.118,.118,.176,.294,3,0,0,0,0,0
37,CHW,2019-05-10,@,TOR,L 3-4,35,32,3,6,3,2,0,1,3,2,0,2,9,.188,.235,.344,.579,11,0,0,1,0,0
38,CHW,2019-05-11,@,TOR,W 7-2,44,37,7,11,7,3,0,1,7,1,1,5,8,.297,.395,.459,.855,17,1,1,1,0,0
39,CHW,2019-05-12,@,TOR,W 5-1,39,36,5,10,8,0,0,2,5,1,1,2,16,.278,.333,.444,.778,16,0,1,0,0,0
40,CHW,2019-05-13,,CLE,W 5-2,32,32,5,9,3,2,0,4,5,0,0,0,7,.281,.281,.719,1.000,23,0,0,0,0,0
41,CHW,2019-05-14,,CLE,L 0-9,34,34,0,7,7,0,0,0,0,1,0,0,9,.206,.206,.206,.412,7,1,0,0,0,0
42,CHW,2019-05-16,,TOR,W 4-2,38,33,4,10,9,1,0,0,4,1,1,3,9,.303,.351,.333,.685,11,0,0,1,1,1
43,CHW,2019-05-17,,TOR,L 2-10,36,32,2,6,6,0,0,0,2,0,0,3,7,.188,.278,.188,.465,6,1,1,0,0,0
44,CHW,2019-05-18,,TOR,W 4-1 (5),20,19,4,7,5,1,0,1,4,1,1,1,2,.368,.400,.579,.979,11,0,0,0,0,0
45,CHW,2019-05-19,,TOR,L 2-5,35,32,2,7,5,1,1,0,2,0,1,2,8,.219,.286,.313,.598,10,1,1,0,0,0
46,CHW,2019-05-20,@,HOU,L 0-3,35,33,0,6,5,1,0,0,0,0,0,0,13,.182,.229,.212,.441,7,0,2,0,0,0
47,CHW,2019-05-21,@,HOU,L 1-5,30,28,1,1,0,0,0,1,1,0,0,2,14,.036,.100,.143,.243,4,0,0,0,0,0
48,CHW,2019-05-22,@,HOU,W 9-4,38,36,9,10,5,1,0,4,9,1,0,2,12,.278,.316,.639,.955,23,0,0,0,0,0
49,CHW,2019-05-23,@,HOU,W 4-0,41,38,4,11,8,2,0,1,3,1,0,3,11,.289,.341,.421,.763,16,0,0,0,0,0
50,CHW,2019-05-24,@,MIN,L 4-11,38,35,4,9,8,1,0,0,4,0,0,0,7,.257,.297,.286,.583,10,1,2,1,0,0
51,CHW,2019-05-25,@,MIN,L 1-8,34,32,1,6,4,1,0,1,1,0,1,1,13,.188,.235,.313,.548,10,1,1,0,0,0
52,CHW,2019-05-26,@,MIN,L 0-7,35,32,0,5,4,1,0,0,0,0,0,3,16,.156,.229,.188,.416,6,0,0,0,0,0
53,CHW,2019-05-27,,KCR,W 2-1,35,29,2,7,5,2,0,0,2,0,0,5,8,.241,.371,.310,.682,9,1,1,0,0,1
54,CHW,2019-05-28,,KCR,W 4-3,36,33,4,12,12,0,0,0,4,0,0,1,4,.364,.361,.364,.725,12,1,0,0,2,0
55,CHW,2019-05-29,,KCR,W 8-7,35,33,8,10,6,2,0,2,8,0,0,1,10,.303,.343,.545,.888,18,1,1,0,0,0
56,CHW,2019-05-30,,CLE,W 10-4,39,37,10,15,9,4,0,2,8,1,2,1,7,.405,.410,.676,1.086,25,0,0,0,1,0
57,CHW,2019-05-31,,CLE,W 6-1,39,35,6,10,9,1,0,0,4,1,0,1,8,.286,.316,.314,.630,11,0,1,1,1,0
58,CHW,2019-06-01,,CLE,L 2-5,34,27,2,4,3,1,0,0,2,1,1,5,7,.148,.265,.185,.450,5,1,0,0,2,0
59,CHW,2019-06-02,,CLE,W 2-0,30,27,2,5,2,2,0,1,2,0,1,3,9,.185,.267,.370,.637,10,1,0,0,0,0
60,CHW,2019-06-04,@,WSN,L 5-9,39,35,5,8,6,1,0,1,5,0,1,3,11,.229,.308,.343,.651,12,0,1,0,0,0
61,CHW,2019-06-05,@,WSN,L 4-6,38,37,4,11,8,0,0,3,4,0,0,1,13,.297,.316,.541,.856,20,0,0,0,0,0
62,CHW,2019-06-07,@,KCR,L 4-6,38,36,4,10,6,4,0,0,4,0,0,2,8,.278,.316,.389,.705,14,1,0,0,0,0
63,CHW,2019-06-08,@,KCR,W 2-0,32,31,2,5,4,0,0,1,2,0,0,1,5,.161,.188,.258,.446,8,1,0,0,0,0
64,CHW,2019-06-09,@,KCR,W 5-2,42,40,5,12,8,3,0,1,4,0,0,2,4,.300,.333,.450,.783,18,1,0,0,0,1
65,CHW,2019-06-10,,WSN,L 1-12,31,29,1,4,3,0,0,1,1,0,0,2,2,.138,.194,.241,.435,7,1,0,0,0,0
66,CHW,2019-06-11,,WSN,W 7-5,33,31,7,7,2,3,0,2,7,0,0,2,7,.226,.273,.516,.789,16,0,0,0,0,0
67,CHW,2019-06-13,,NYY,W 5-4,37,30,5,7,3,2,0,2,5,0,0,7,7,.233,.378,.500,.878,15,1,0,0,0,0
68,CHW,2019-06-14,,NYY,W 10-2,41,37,10,15,10,3,0,2,9,0,0,4,5,.405,.463,.649,1.112,24,4,0,0,0,0
69,CHW,2019-06-15,,NYY,L 4-8,36,36,4,10,9,0,0,1,3,0,0,0,16,.278,.278,.361,.639,13,1,0,0,0,0
70,CHW,2019-06-16,,NYY,L 3-10,38,35,3,9,7,0,0,2,3,0,0,2,10,.257,.316,.429,.744,15,1,1,0,0,0
71,CHW,2019-06-18,@,CHC,W 3-1,35,33,3,8,6,1,0,1,2,0,0,2,8,.242,.286,.364,.649,12,1,0,0,0,0
72,CHW,2019-06-19,@,CHC,L 3-7,38,35,3,9,3,2,2,2,3,1,1,2,10,.257,.316,.600,.916,21,0,1,0,0,0
73,CHW,2019-06-21,@,TEX,W 5-4 (10),44,40,5,12,8,3,0,1,5,0,0,2,10,.300,.349,.450,.799,18,1,1,1,0,0
74,CHW,2019-06-22,@,TEX,L 5-6,35,34,5,7,3,3,0,1,5,0,0,1,8,.206,.229,.382,.611,13,0,0,0,0,0
75,CHW,2019-06-23,@,TEX,L 4-7,38,34,4,10,10,0,0,0,3,0,0,3,7,.294,.342,.294,.636,10,3,0,0,1,0
76,CHW,2019-06-24,@,BOS,L 5-6,38,33,5,8,5,1,0,2,5,2,0,4,10,.242,.324,.455,.779,15,1,0,1,0,1
77,CHW,2019-06-25,@,BOS,L 3-6,38,37,3,10,6,4,0,0,3,0,0,1,15,.270,.289,.378,.668,14,0,0,0,0,0
78,CHW,2019-06-26,@,BOS,W 8-7,41,35,8,12,8,2,0,2,8,0,1,1,14,.343,.410,.571,.982,20,1,3,2,0,0
79,CHW,2019-06-28,,MIN,W 6-4,35,35,6,9,7,0,0,2,6,0,0,0,5,.257,.257,.429,.686,15,0,0,0,0,0
80,CHW,2019-06-29,,MIN,L 3-10,37,34,3,7,4,1,1,1,3,0,0,1,12,.206,.243,.382,.626,13,0,1,0,1,0
81,CHW,2019-06-30,,MIN,W 4-3,33,31,4,10,9,0,0,1,4,0,0,2,10,.323,.364,.419,.783,13,2,0,0,0,0
82,CHW,2019-07-03 (1),,DET,W 7-5,37,31,7,12,7,5,0,0,7,1,0,3,4,.387,.444,.548,.993,17,1,1,1,1,0
83,CHW,2019-07-03 (2),,DET,W 9-6 (12),48,44,9,10,4,1,0,5,9,0,0,3,10,.227,.271,.591,.862,26,0,0,0,1,0
84,CHW,2019-07-04,,DET,L 5-11,41,39,5,13,10,1,0,2,5,0,0,1,16,.333,.341,.513,.854,20,0,0,0,1,0
85,CHW,2019-07-06,,CHC,L 3-6,39,33,3,6,4,2,0,0,3,1,0,4,7,.182,.289,.242,.532,8,1,1,1,0,0
86,CHW,2019-07-07,,CHC,W 3-1,34,30,3,8,6,0,0,2,3,0,0,3,11,.267,.333,.467,.800,14,2,0,1,0,0
87,CHW,2019-07-12,@,OAK,L 1-5,38,36,1,10,10,0,0,0,1,0,0,2,6,.278,.316,.278,.594,10,1,0,0,0,0
